"Brnd_Name","Gnrc_Name","Tot_Mftr","Mftr_Name","Tot_Spndng_2019","Tot_Dsg_Unts_2019","Tot_Clms_2019","Avg_Spnd_Per_Dsg_Unt_Wghtd_2019","Avg_Spnd_Per_Clm_2019","Outlier_Flag_2019","Tot_Spndng_2020","Tot_Dsg_Unts_2020","Tot_Clms_2020","Avg_Spnd_Per_Dsg_Unt_Wghtd_2020","Avg_Spnd_Per_Clm_2020","Outlier_Flag_2020","Tot_Spndng_2021","Tot_Dsg_Unts_2021","Tot_Clms_2021","Avg_Spnd_Per_Dsg_Unt_Wghtd_2021","Avg_Spnd_Per_Clm_2021","Outlier_Flag_2021","Tot_Spndng_2022","Tot_Dsg_Unts_2022","Tot_Clms_2022","Avg_Spnd_Per_Dsg_Unt_Wghtd_2022","Avg_Spnd_Per_Clm_2022","Outlier_Flag_2022","Tot_Spndng_2023","Tot_Dsg_Unts_2023","Tot_Clms_2023","Avg_Spnd_Per_Dsg_Unt_Wghtd_2023","Avg_Spnd_Per_Clm_2023","Outlier_Flag_2023","Chg_Avg_Spnd_Per_Dsg_Unt_22_23","CAGR_Avg_Spnd_Per_Dsg_Unt_19_23"
"Aripiprazole","Aripiprazole",1,"Sky Pharmaceuti",3152.05,394,16,8.0001269036,197.003125,1,1757.83,294,20,5.9790136054,87.8915,1,NA,NA,NA,NA,NA,NA,529.05,128,70,7.1715098214,7.5578571429,1,34567.42,1410,185,19.565061491,186.85091892,1,1.7281649162,0.2505356737
"Aripiprazole","Aripiprazole",1,"Solco Healthcar",7039868.84,5370565,174798,1.3157179582,40.274310004,0,7186797.61,6741168.5,207632,1.0705547803,34.613150237,0,6593281.45,7886832,234109,0.8410522384,28.163297652,0,6025161.98,8088376,236747,0.7492598536,25.44979231,0,4630031.33,9641695,277541,0.4823614945,16.682332808,0,-0.356216015,-0.221869466
"Aripiprazole","Aripiprazole",1,"Major Pharmaceu",123258.61,43654.15,1566,3.915400844,78.709201788,1,426159.46,121332,4166,5.1594236386,102.29463754,1,561611.09,92500.75,3541,7.8827505942,158.60239763,1,756844.44,52729.15,2534,16.957243705,298.67578532,1,552790.88,76742,3072,7.5519329496,179.94494792,1,-0.554648557,0.1784752711
"Aripiprazole","Aripiprazole",1,"Unichem Pharmac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464427.18,890966,27819,0.5221209579,16.694603688,0,NA,0
"Aripiprazole","Aripiprazole",1,"Silarx/Lannett",5056111.88,1965038.1,9569,2.5730350368,528.38456265,0,7585114.8,3631217.5,17697,2.0888627024,428.61020512,0,4783089.86,2808032,14952,1.7033601683,319.89632558,0,2014129.45,1425980.75,7587,1.4124520615,265.47112825,0,1688905.26,1521356.25,8386,1.110131345,201.39580968,0,-0.21403963,-0.189538916
"Aripiprazole","Aripiprazole",1,"Quallent Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.22,580,20,0.4602886003,13.211,1,NA,0
"Aripiprazole ODT","Aripiprazole",1,"Viona Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22779.44,1349,33,16.876561087,690.28606061,1,527291.52,51444,1469,10.237911676,358.94589517,1,-0.393365057,-0.393365057
"Aripiprazole ODT","Aripiprazole",1,"Dr.Reddy'S Lab",1202454.17,47946,1363,25.08650079,882.21142333,0,1322257,53629,1511,24.658412118,875.08735936,0,2364821.13,96370,2718,24.525347182,870.05928256,0,3512929.81,146427,3938,23.985279089,892.05937278,0,4376354.68,188172.5,5069,23.253443576,863.35661472,0,-0.030511861,-0.018790381
"Aripiprazole ODT","Aripiprazole",1,"Alembic Pharmac",4201299.32,137065,3881,30.637601703,1082.5301005,0,5805056.25,187921,5124,30.887136757,1132.914959,0,5980918.38,189678,4806,31.531955715,1244.4690762,0,5052853.5,160640,4369,31.443507261,1156.524033,0,4824369.2,157323,4669,30.635304319,1033.2767616,0,-0.025703333,-1.8747e-05
"Aripiprazole ODT","Aripiprazole",1,"Bionpharma Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94854.32,5317,153,17.909403,619.96287582,1,478061.4,33376,949,14.315545323,503.75279241,0,-0.200668759,-0.200668759
"Aristada","Aripiprazole Lauroxil",1,"Alkermes Inc",159980237.42,205336.859,70281,780.10231526,2276.2942676,0,214172729.71,266767.477,87835,798.34623169,2438.3529312,0,254484541.52,305656.005,100432,834.88988839,2533.8989716,0,287955045.05,336044.938,110651,857.42634274,2602.3718272,0,313052677.55,355482.655,116460,878.98046968,2688.0703894,0,0.0251381674,0.0302839033
"Aristada Initio","Aripiprazole Lauroxil,Submicr.",1,"Alkermes Inc",3001551.29,3702.812,1563,810.61401173,1920.3783045,0,4043762.56,4797.683,2015,842.85738762,2006.8300546,0,5166731.95,6585.432,2477,784.56993406,2085.8829027,1,6113732.91,6795.709,2865,899.64607225,2133.9381885,0,7210698.13,7759.556,3277,929.26684594,2200.3961337,0,0.0329249186,0.0347408247
"Asenapine Maleate","Asenapine Maleate",1,"Breckenridge",NA,NA,NA,NA,NA,NA,24688.65,1640,38,15.097919743,649.70131579,1,2320317.29,337387,7417,6.9456543213,312.83770932,0,3519333.65,690558,15527,5.1096841921,226.65895859,0,2126112.78,598471,13298,3.5551818083,159.88214619,0,-0.304226705,-0.382483972
"Asenapine Maleate","Asenapine Maleate",1,"Sigmapharm Labo",NA,NA,NA,NA,NA,NA,16622.02,5092,97,3.2645118773,171.36103093,1,1326989.2,350839,7443,3.7816986047,178.28687357,0,1460916.49,430557,8812,3.3930803114,165.78716409,0,1187810.39,386548,7894,3.0729485619,150.4700266,0,-0.094348415,-0.019955763
"Asenapine Maleate","Asenapine Maleate",1,"Greenstone LLC.",NA,NA,NA,NA,NA,NA,131575.49,10039,225,13.096611457,584.77995556,1,6117428.01,962912,21749,6.3852188008,281.27399007,0,2858323.34,617203,14341,4.6391366976,199.31129907,0,1456667.46,379588,8804,3.8377827163,165.45518628,0,-0.172737738,-0.335787344
"Asenapine Maleate","Asenapine Maleate",1,"Alembic Pharmac",NA,NA,NA,NA,NA,NA,111504.82,7443,165,14.993875056,675.78678788,1,3177535.26,458740.5,10333,6.9235302853,307.51333204,0,2726676.4,599861,13298,4.5475620274,205.04409686,0,2958067.89,796023,17072,3.7135596297,173.27014351,0,-0.183395497,-0.372001165
"Ativan*","Lorazepam",1,"Bausch Health U",3180138.55,99973,1297,31.341195042,2451.918697,0,2511808.17,72180,976,36.433043573,2573.5739447,0,2658634.27,68506.5,821,40.221140285,3238.2877832,0,2839956.35,70466.5,853,41.618729821,3329.3743845,0,3110163.08,74748,853,43.374037167,3646.1466354,0,0.042175899,0.084622411
"Ativan*","Lorazepam",1,"West-Ward/Hikma",284732.2,6814.425,5739,41.771353937,49.613556369,1,137535.52,5061,3793,27.139271143,36.260353282,1,396688.21,6938.225,5879,57.16930604,67.47545671,1,577992.67,9473.64,7902,60.975331903,73.145111364,1,1772200.05,17428.855,14245,101.66954493,124.40856792,1,0.6673881348,0.2490449903
"Ativan*","Lorazepam",1,"Baxter Healthca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,278,229,0,0,1,0,178,139,0,0,1,0,465,405,0,0,1,NA,NA
"Atomoxetine HCl","Atomoxetine HCl",1,"Apotex Corp",15611966.67,5207698.065,159186,3.0095546397,98.073741849,0,19632570.86,7882787.491,233966,2.4977404286,83.912067822,0,13635258.47,6219967.631,181286,2.1990963429,75.214073177,0,3975144.31,2407293.785,71540,1.6583300305,55.565338412,0,3844317.97,2851635.687,85871,1.3546991848,44.768524531,0,-0.183094342,-0.180903332
"Atomoxetine HCl","Atomoxetine HCl",1,"Rising Pharm",10246510.06,3355467.042,106406,3.0615466572,96.296356033,0,7353227.69,3021293.082,93124,2.4414985521,78.961682166,0,14660252.05,7077155.796,210230,2.0792100495,69.734348333,0,14854126.8,8144070.257,241288,1.8289489571,61.561813269,0,16650128.95,12420281.842,368267,1.3451568725,45.212112272,0,-0.264519183,-0.185843278
"Atomoxetine HCl","Atomoxetine HCl",1,"Prasco Labs",29418897.9,9521577.24,294436,3.0988573853,99.916103669,0,2499382.09,958501,30990,2.6124395796,80.65124524,0,346022.63,137264,4650,2.5295758219,74.413468817,0,50482.88,22768,716,2.2342944603,70.506815642,0,12746.69,2887,108,4.3484588869,118.02490741,1,0.9462335714,0.0883872477
"Atomoxetine HCl","Atomoxetine HCl",1,"Northstar Rx Ll",10513654.9,3488995.96,106264,3.0233753814,98.939009448,0,10751241.35,4430761.987,133365,2.4347129301,80.615164024,0,10357287.8,5010260.912,148754,2.0747463112,69.626953225,0,8893747.7,5161087.951,152361,1.7305975914,58.372862478,0,3424925.08,2498628.02,74994,1.3728460889,45.669321279,0,-0.206721369,-0.179114764
"Atomoxetine HCl","Atomoxetine HCl",1,"Major Pharmaceu",2052.95,325,11,6.3167692308,186.63181818,1,6707.23,2335,67,2.8724753747,100.10791045,1,7157.55,676,25,10.588091716,286.302,1,128497.05,2338.63,95,54.945438141,1352.6005263,1,15173.82,5109.5,175,2.9697269792,86.707542857,1,-0.945951346,-0.171952256
"Atomoxetine HCl","Atomoxetine HCl",1,"Glenmark Pharma",16136791.75,5262533.07,165688,3.076448043,97.392640083,0,11509216.3,4570963.614,141935,2.5286032533,81.087936732,0,11764121.45,5360951.174,165650,2.2067238873,71.017938123,0,8207627.98,4743261.643,147332,1.7378482777,55.708386365,0,1734664.06,1257447.305,39324,1.3836505031,44.112095921,0,-0.20381398,-0.181074857
"Atomoxetine HCl","Atomoxetine HCl",1,"Teva USA",16450819.48,5634040.5,172369,2.9260353696,95.439548179,0,9820266.97,4188147.433,126316,2.3509936945,77.743650606,0,2380530.76,1187738.5,35505,2.0116857265,67.04776116,0,4344280.51,2498460.525,73392,1.7443801577,59.192834505,0,4590238.15,3529647.7,102114,1.3042621962,44.952094228,0,-0.252306219,-0.182907294
"Atomoxetine HCl","Atomoxetine HCl",1,"Ahp",2217.97,732,26,3.0300136612,85.306538462,1,3479.1,1317,45,2.6420480532,77.313333333,1,9450.43,2202,79,4.1767643485,119.6256962,1,6232.9,1336,65,4.6912924757,95.890769231,1,34137.25,2639.6,123,12.445930106,277.53861789,1,1.6529853278,0.4236252846
"Atomoxetine HCl","Atomoxetine HCl",1,"Avpak",NA,NA,NA,NA,NA,NA,1049.91,434,15,2.420669527,69.994,1,NA,NA,NA,NA,NA,NA,5748.49,349,23,23.103688242,249.93434783,1,16644.71,2438,95,7.4274767694,175.20747368,1,-0.678515539,0.4531215151
"Atomoxetine HCl","Atomoxetine HCl",1,"Camber Pharmace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5444710.65,3273294.6,76254,1.8141438548,71.402295617,0,21504502.66,11868519.689,351191,1.8183105919,61.233068786,0,30257699.94,22420090.006,660812,1.3536779192,45.788665975,0,-0.255529872,-0.136182871
"Atomoxetine HCl","Atomoxetine HCl",1,"Burel Pharmaceu",395281.11,132026,4042,3.0038791574,97.793446314,0,22715189.61,8823354,262539,2.5830980114,86.521201079,0,21120847.68,9156951.5,270694,2.3139117125,78.02480912,0,8052558.86,4753592.271,139980,1.6988149726,57.526495642,0,405085.25,280149,9498,1.4460684122,42.64953148,0,-0.148778157,-0.167035303
"Atomoxetine HCl","Atomoxetine HCl",1,"Dr.Reddy'S Lab",5937366.01,2235691.499,69949,2.6619948523,84.88135656,0,6875772.07,2898783.665,89513,2.3800077691,76.813111727,0,6739351.71,3251293.808,99428,2.0799067346,67.781225711,0,11103599.88,6418924.183,187605,1.7364403893,59.186055169,0,10897007.3,8301241.65,237869,1.317930506,45.810960234,0,-0.241015981,-0.161175079
"Auvelity","Dextromethorphan HBr/Bupropion",1,"Axsome Therapeu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679245.86,38922,758,17.45146344,896.10271768,0,35439444.06,2077746,38678,17.056677794,916.26878484,0,-0.022621922,-0.022621922
"Belbuca","Buprenorphine HCl",1,"Biodelivery Sci",17454184.55,1937534,34770,8.9353715012,501.98977711,0,26717289.61,2656576.666,47870,9.9726273501,558.12178003,0,33264986.38,3065399.667,55547,10.761411438,598.86197958,0,37188077.33,3225521.33,58090,11.422363595,640.18036375,0,40776619.25,3349351.681,59864,12.071436852,681.15427051,0,0.0568247764,0.078106311
"Belsomra","Suvorexant",1,"Merck Sharp & D",13299050.76,1170650,39616,11.36037036,335.6989792,0,13685908.54,1157723,38955,11.821807114,351.32610807,0,14680719.87,1184438,40135,12.394872645,365.78347751,0,16957297.53,1294327,43815,13.101016676,387.02037042,0,20343531.65,1483584,50222,13.712349402,405.07211282,0,0.0466629988,0.048165462
"Brixadi","Buprenorphine",1,"Braeburn Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4734266.28,1716.32,4112,3807.3644645,1151.3293482,1,NA,0
"Buprenex","Buprenorphine HCl",1,"Indivior Inc.",78348.51,3254.346,583,24.075039962,134.38852487,1,39095.11,850.88,269,45.946678733,145.33498141,1,52021.56,685.263,164,75.914736386,317.20463415,1,77765.87,1091.181,173,71.26761738,449.51369942,1,2198.76,135.996,93,16.167828466,23.642580645,1,-0.773139203,-0.094744506
"Buprenorphine","Buprenorphine",1,"Teva USA",4044280.33,43610,11035,92.665287555,366.49572542,0,3539163.7,41853,10646,84.414941685,332.44070073,0,1056403.2,11810,3001,89.364246559,352.01706098,0,1506879.12,20633,5245,72.937598384,287.29821163,0,1783367.97,27143,6829,65.620267371,261.1462835,0,-0.100323169,-0.082660215
"Buprenorphine","Buprenorphine",1,"Apotex Corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46199.33,574,144,80.374383875,320.82868056,1,661285.76,8186,2054,80.741900039,321.95022395,0,16874.87,216,56,77.679064278,301.33696429,1,-0.03793366,-0.016910258
"Buprenorphine","Buprenorphine",1,"Amneal Pharmace",NA,NA,NA,NA,NA,NA,1528649.81,19012,4801,80.253790718,318.40237659,0,3657138.55,45206,11479,80.897755844,318.59382786,0,5773420.39,80538,20227,71.695152108,285.43137341,0,5330233.15,88934,22178,59.889572787,240.33876589,0,-0.164663565,-0.092955585
"Buprenorphine","Buprenorphine",1,"Alvogen Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3653.9,44,11,83.043181818,332.17272727,1,136233.25,2046.001,524,66.49352649,259.98711832,0,-0.199289755,-0.199289755
"Buprenorphine","Buprenorphine",1,"Ingenus Pharmac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5895.19,96,24,61.408229167,245.63291667,1,NA,0
"Buprenorphine","Buprenorphine",1,"Rhodes Pharmace",6040496.3,70593,17980,85.410978178,335.95641268,0,3813178.84,49697,12613,76.702942775,302.32132245,0,4140042.69,55017,13942,75.203846491,296.94754626,0,3877219.22,53583,13545,72.281569227,286.24726615,0,2603914.17,41887,10626,62.138785871,245.05121118,0,-0.140323231,-0.076446057
"Buprenorphine HCl*","Buprenorphine HCl",1,"West-Ward/Hikma",13205693.9,9324021.965,333194,1.3779617554,39.633648565,0,13881449.94,9581936.367,328027,1.3987168164,42.318010225,0,14332660.84,10499799.875,343465,1.3322898657,41.729610994,0,13033527.28,10917061.877,298067,1.1765744175,43.726837523,0,15345374.25,14834229.854,328978,1.030182119,46.645594082,0,-0.124422473,-0.070136478
"Buprenorphine HCl*","Buprenorphine HCl",1,"Sun Pharmaceuti",353663.18,281687,8350,1.2669394626,42.354871856,0,1210717.77,1027839.75,26766,1.1809186883,45.233421879,0,998507.39,1163793.75,26467,0.8620521988,37.726504326,0,2001399.15,2379182.114,50418,0.8460464793,39.696123408,0,2914558.61,3192728.605,66184,0.915879839,44.03720854,0,0.0825408076,-0.077915633
"Buprenorphine HCl*","Buprenorphine HCl",1,"Rhodes Pharmace",2962391.42,2363338.75,62428,1.252602413,47.452928494,0,7569299.2,6640776.76,160863,1.1399340744,47.054320757,0,5719919.69,7419427.375,172991,0.7693197334,33.064839732,0,6198119.83,7855968.875,193156,0.7826522858,32.088673559,0,7718154.11,7336019.675,174837,1.0451913626,44.144855551,0,0.3354479142,-0.044247061
"Buprenorphine HCl*","Buprenorphine HCl",1,"Pharm Assoc Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3201.53,1382.5,148,2.3215188815,21.631959459,1,NA,0
"Buprenorphine HCl*","Buprenorphine HCl",1,"Par Pharm.",40611.91,1349.795,460,30.087465134,88.28676087,1,149129.04,4310.837,1087,34.5939872,137.19322907,1,95648.15,4047.984,1185,23.628588947,80.715738397,1,93239.5,4381.636,1244,21.279608804,74.951366559,1,81362.52,4375.969,460,18.593029338,176.87504348,1,-0.126251356,-0.11337262
"Buprenorphine HCl*","Buprenorphine HCl",1,"Major Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3608.01,2660.125,69,1.5709261566,52.29,1,49074.86,14021.092,458,3.4811296724,107.15034934,1,1.2159728245,1.2159728245
"Buprenorphine HCl*","Buprenorphine HCl",1,"Hospira/Pfizer",534.03,59.035,37,9.0459896671,14.433243243,1,2998.22,157.801,366,19.000006337,8.1918579235,1,3293.5,267.151,532,12.328233845,6.1907894737,1,17467.22,411.934,469,42.402957755,37.243539446,1,571.84,279.876,552,2.0431905558,1.035942029,1,-0.951814905,-0.310612831
"Buprenorphine HCl*","Buprenorphine HCl",1,"Hi-Tech/Akorn C",4988757.72,3779391.5,121373,1.3231659353,41.102697635,0,5600311.77,4833797.25,129917,1.159654726,43.106843369,0,6626850.84,5999526.175,145042,1.09954751,45.689185477,0,5843465.65,5547996,127515,1.0510538777,45.825711877,0,1628869.22,2049698.5,38055,0.7925359422,42.803027723,0,-0.245960689,-0.120266432
"Buprenorphine HCl*","Buprenorphine HCl",1,"Ahp",NA,NA,NA,NA,NA,NA,13137.91,660.75,255,20.407569927,51.521215686,1,69143.69,2382.582,814,35.193561654,84.943108108,1,137199.01,4777.637,1685,29.405723609,81.423744807,1,113099.41,10607.7,1708,10.824627981,66.217453162,1,-0.631887039,-0.190517939
"Buprenorphine HCl*","Buprenorphine HCl",1,"Actavis/Teva",6586845.72,5091812.17,151566,1.2782194583,43.458597047,0,4633640.28,3830461.375,106515,1.2097805024,43.502232362,0,4641738.37,3969002.75,100627,1.1739645508,46.128160136,0,4165639.21,4107393.25,96344,1.0154919453,43.237142012,0,3800957.39,4207484.125,94931,0.9040379856,40.039158863,0,-0.109753662,-0.082945147
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"West-Ward/Hikma",65853314.99,19433909.708,938441,3.3577873073,70.173100909,0,76950369.17,26279969.583,1195371,2.9141379182,64.373628915,0,75973166.91,28765168.657,1228983,2.6346441449,61.817915227,0,63441584.75,30613346.85,1176177,2.0721747344,53.938807467,0,28572201.82,20756743.675,754250,1.3721960075,37.881606656,0,-0.337799084,-0.200458994
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Sun Pharmaceuti",10737480.3,3920552.5,134743,2.7457645551,79.688594584,0,17547535.6,7482073.5,256086,2.3540017881,68.522041814,0,19917081.34,11002946.5,360772,1.8133592929,55.206837948,0,21142729.22,14236249,425956,1.4858735326,49.635946483,0,17489676.96,11393683.15,463451,1.5241376761,37.737920427,0,0.0257519518,-0.136842147
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Sandoz",81353024.86,15489684,485641,5.3645500421,167.5167971,0,28675315.25,5829472.5,175711,4.9922195615,163.19590265,0,819711.37,244993,4690,3.5303965573,174.77854371,0,23406.16,3214,102,7.0656441307,229.47215686,1,5983.73,329,13,182.90605297,460.28692308,1,24.886677787,1.4164270812
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Rhodes Pharmace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227966.13,170959,5371,1.3338273755,42.443889406,0,6273123.43,2133223.75,94033,2.9505244054,66.711935491,0,9027853.13,2592959.5,92813,3.5169629495,97.269274024,0,0.1919789388,0.623805781
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Pharm Assoc Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77611.52,13871,5240,5.564185648,14.811358779,1,NA,0
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Mylan",11222443.63,2149197,62922,5.3572916794,178.35484616,0,26961367.48,5374321,150673,5.1327731031,178.93960749,0,27097672.8,5413927,162033,5.2694569513,167.23551869,0,33667943.46,7838060,225625,4.4746888138,149.22080204,0,37237197.14,9326879,247907,4.1114816449,150.20631584,0,-0.081169258,-0.064027118
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Mallinckrodt Ph",24927611.07,8883541.5,364930,2.8116889366,68.307924999,0,24270905.94,10737490.94,404830,2.2652384564,59.953328409,0,16450570.85,8539028.942,298701,1.9256929714,55.073705311,0,10870608.28,7221316,235617,1.5057184733,46.136774002,0,13712097.72,10973235.25,349048,1.2503218427,39.284275286,0,-0.169617784,-0.183391988
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Major Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9459.05,2778,310,3.499864187,30.513064516,1,42846.16,4634,994,9.0267450052,43.104788732,1,166486.97,8682.5,1360,20.243174615,122.41688971,1,1.24257743,1.4049924357
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Lannett Co. Inc",11488604.43,3743287.25,158604,3.0759319309,72.435779867,0,12216031.19,5154371,201393,2.3704346155,60.657675242,0,10570968.39,5696364.875,265157,1.8487312389,39.86682754,0,10672061.66,6310680.5,200753,1.692124198,53.160160296,0,17623181.48,6209430.192,204730,2.9279981608,86.080112734,0,0.7303683526,-0.012246631
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Ingenus Pharmac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1197950.83,272428,8217,4.5945678852,145.78931849,1,NA,0
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Hi-Tech/Akorn C",2684553.67,860341.5,70701,3.0868346618,37.970519087,0,3652299.69,1050751.75,151180,3.4515185045,24.158616814,0,4344258.04,724017.625,243836,5.9253957724,17.816311127,1,7517731.25,1086976.5,351423,6.928367517,21.392257337,0,2650941.31,434058.5,128612,6.0814377713,20.611928203,0,-0.12224088,0.1847404721
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Dr.Reddy'S Lab",36700670.1,6845198.005,231234,5.4318246949,158.7165819,0,70164641.83,14580458.346,507684,4.8626056674,138.20534393,0,63855865.94,14212730.38,495035,4.5298998847,128.99262868,0,65842950.77,16386413.66,522636,4.0324644156,125.98242519,0,90396134.82,25512411.2,733255,3.5782351407,123.28062518,0,-0.112643096,-0.099091296
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Avpak",127147.84,27044,1324,8.1459056392,96.033111782,1,126903.75,14540,1194,8.9283760192,106.28454774,1,106965.34,3216.5,1483,35.572909805,72.127673635,1,101034.8,2448,1005,51.312321934,100.5321393,1,84454,7130,1053,13.021157747,80.20322887,1,-0.746237214,0.1244173968
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Amneal Pharmace",29610795.75,10098669.965,413041,2.9406305165,71.689725112,0,23198016.03,10048887.94,404467,2.3161790966,57.354533324,0,18046347.13,10860888.125,412877,1.662879144,43.708773146,0,17196161.24,12023147.125,290601,1.4270254199,59.174473729,0,13982671.88,10890119.5,217761,1.2860045798,64.211093263,0,-0.098821533,-0.186794113
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Alvogen Inc",30655095.74,6041451,209506,5.1859774861,146.32084876,0,149549575.98,31328201.875,977155,4.8712185699,153.04590979,0,176635625.19,39785206.75,1228125,4.5153105011,143.82544545,0,178685838.96,43669402.749,1279279,4.1579819306,139.67698912,0,154368392.98,41713186.75,1147666,3.7587334916,134.50637466,0,-0.096019763,-0.077316559
"Buprenorphine-Naloxone","Buprenorphine HCl/Naloxone HCl",1,"Almatica Pharma",39063.63,6037,323,6.4587989029,120.94003096,1,10246.45,2063,68,5.199941896,150.68308824,1,3029.34,604,15,4.9267168983,201.956,1,6057.9,1610,36,3.7626708075,168.275,1,1624.45,437,19,3.7964610939,85.497368421,1,0.0089803993,-0.124397894
